title,author,author_gender
"Alex, Approximately",Jenn Bennett,female
"The Burning Sky (The Elemental Trilogy, #1)",Sherry Thomas,female
Signor Malaussène,Daniel Pennac,male
"The Last Second Chance (Blue Moon, #3)",Lucy Score,female
أقوم قيلا,سلطان موسى الموسى,Unknown
زنبورعسل  مورچگان  موریانه,Maurice Maeterlinck,male
Mo (The Spotlight Tales #1),S.   Pearce,male
A Small Place,Jamaica Kincaid,Unknown
Breadcrumbs: Bite Sized Musings on Leadership and Life,Matthew DiGeronimo,Unknown
Het gevaar,Jos Vandeloo,male
"My Sweetest Escape (My Favorite Mistake, #2)",Chelsea M. Cameron,female
Un léger passage à vide,Nicolas Rey,Unknown
"Stormlight Archive 4 Book Set: The Way of Kings, Words of Radiance, Edgedancer, Oathbringer",Brandon Sanderson,male
Roman Lives: A Selection of Eight Lives,Plutarch,male
Ou o Poema Contínuo,Herberto Helder,male
Il ladro di nebbia,Lavinia Petti,Unknown
Super Sons #6,Peter J. Tomasi,male
The Last Dance and Other Stories,Victoria Hislop,female
ثاني لفة يمين: رحلة البحث عن مهنتك المناسبة‬,د.أمجد الجنباز,Unknown
Ticăloși fără glorie,Quentin Tarantino,Unknown
My Mortal Enemy,Willa Cather,female
Pride,Ibi Zoboi,female
Cherry Tree,Ruskin Bond,male
Łowcy dusz (Mordimer Madderdin #11),Jacek Piekara,Unknown
The Venn Effect,W.K. Rader,Unknown
"The Weird of the White Wolf (The Elric Saga, #3)",Michael Moorcock,male
The Cloud of Unknowing,Anonymous,Unknown
"Gmorning, Gnight!: Little Pep Talks for Me & You",Lin-Manuel Miranda,Unknown
"Secret Seven Win Through (The Secret Seven, #7)",Enid Blyton,female
"Entice (Evolve, #3)",S.E. Hall,female
L'Isola delle farfalle,Corina Bomann,Unknown
Monkey Beach,Eden Robinson,female
"An Imperfect Witch (Witch Central, #1)",Debora Geary,Unknown
Coromandel Sea Change,Rumer Godden,female
The Sleeper and the Spindle,Neil Gaiman,Unknown
"Cartea Pricoliciului (O istorie secretă a Ţării Vampirilor, #1)",Adina Popescu,female
مالك الحزين,إبراهيم أصلان,Unknown
"Planetes Omnibus, Volume 1 (Planetes, #1-2)",Makoto Yukimura,Unknown
The Disinherited Journal Of A Palestinian Exile,Fawaz Turki,Unknown
Un polpo alla gola,Zerocalcare,Unknown
Mr. Mayfair,Louise Bay,female
Treason: Liberal Treachery from the Cold War to the War on Terrorism,Ann Coulter,female
High Moon Over the Amazon: My Quest to Understand the Monkeys of the Night,Patricia Chapple Wright,female
"Mirror, Mirror",Jen Calonita,female
Peste & Choléra,Patrick Deville,male
"Desire & Decorum, Book 2 (Desire & Decorum, #2)",Pixelberry Studios,Unknown
A Day in the Life of Ancient Rome,Alberto Angela,Unknown
Eat Joy: Stories & Comfort Food from 31 Celebrated Writers,Natalie Eve Garrett,Unknown
Beneath the Citadel,Destiny Soria,female
"Masters at Arms & Nobody's Angel (Rescue Me Saga, #0.5-1)",Kallypso Masters,female
"A Holy Life, the Beauty of Christianity: Or, an Exhortation to Christians to Be Holy",John Bunyan,male
Good Morning Midnight: Life and Death in the Wild,Chip Brown,Unknown
Cleopatra VII: Daughter of the Nile - 57 B.C.,Kristiana Gregory,female
"Chibi Vampire, Vol. 04",Yuna Kagesaki,female
"Heartfire (Tales of Alvin Maker, #5)",Orson Scott Card,male
Oh My Stars,Lorna Landvik,female
America: What Went Wrong?,Donald L. Barlett,Unknown
Fatal Choice: Nuclear Weapons: Survival Or Sentence,Richard Butler,Unknown
Brown Sunshine of Sawdust Valley,Marguerite Henry,female
"Jane and the Man of the Cloth (Jane Austen Mysteries, #2)",Stephanie Barron,female
"Burnt Orange: Color Me Wasted (TrueColors, #5)",Melody Carlson,female
The Search for Wallace Whipple,Donald S. Smurthwaite,Unknown
Rich Mullins: Home,Rich Mullins,male
The Real America: Messages from the Heart and Heartland,Glenn Beck,male
Giant,Edna Ferber,female
My Way: The Way of the White Clouds,Osho,male
Blood Dreams (Bishop/Special Crimes Unit #10; Blood #1),Kay Hooper,female
Contes du jour et de la nuit,Guy de Maupassant,male
"In Enemy Hands (Honor Harrington, #7)",David Weber,male
Seedfolks,Paul Fleischman,male
A Year in Provence,Peter Mayle,male
How to Hear from God: Learn to Know His Voice and Make Right Decisions,Joyce Meyer,female
"Gravitation, Volume 01",Maki Murakami,Unknown
"The Final Eclipse (Daughters of the Moon, #13)",Lynne Ewing,female
Private Demon (Darkyn #2),Lynn Viehl,female
Death Angel,Linda Howard,female
"How to Disappear: From Abusive Spouses, Bloodhounds, and the CIA",Derrick Jensen,Unknown
Affluenza: The All-Consuming Epidemic,John De Graaf,Unknown
A Small Part of History,Peggy Elliott,Unknown
Perfection of the Morning: A Woman's Awaking in Nature,Sharon Butala,female
"Dragon's Fire (Pern, #19)",Anne McCaffrey,female
Radikus Makankakus: Bukan Binatang Biasa,Raditya Dika,male
Come Winter,Evan Hunter,male
Lost Nation,Jeffrey Lent,Unknown
"Battle Angel Alita, Volume 08: Fallen Angel",Yukito Kishiro,Unknown
Can't Stop Won't Stop: A History of the Hip-Hop Generation,Jeff Chang,male
"A Tradition Of Victory (Richard Bolitho, #16)",Alexander Kent,Unknown
The Three Cornered World,Natsume Sōseki,male
"Midnight Run (Midnight, #2)",Lisa Marie Rice,female
In Country,Bobbie Ann Mason,Unknown
Wellbeing: The Five Essential Elements,Tom Rath,Unknown
O Rapaz que Ouvia as Estrelas,Tim Bowler,male
Just a Dream,Chris Van Allsburg,male
"Dancing on the Wind (Fallen Angels, #2)",Mary Jo Putney,female
"Suvi Kinoksen seitsemän enoa (Suvi Kinoksen muistelmat, #1)",Jukka Parkkinen,male
"Live in a Better Way: Reflections on Truth, Love, and Happiness",Dalai Lama XIV,male
"Forty Words for Sorrow (John Cardinal and Lise Delorme Mystery, #1)",Giles Blunt,male
La Maladie de la mort,Marguerite Duras,female
"Secret Life of a Vampire (Love at Stake, #6)",Kerrelyn Sparks,female
Ekaterina,Donald Harington,male
Jejak Kupu-kupu,Agnes Jessica,Unknown
"Stephanie: Heart of Gold (Hearts and Dreams, #3)",Cameron Dokey,female
Everyday Justice: The Global Impact of Our Daily Choices,Julie Clawson,female
Crisis and Command: A History of Executive Power from George Washington to George W. Bush,John Yoo,Unknown
Golden Bird,Luna Torashyngu,Unknown
"They Do It with Mirrors (Miss Marple, #6)",Agatha Christie,female
"ヴァンパイア騎士 8 (Vampire Knight, #8)",Matsuri Hino,female
Deceit,Brandilyn Collins,female
"Leaving (Bailey Flanigan, #1)",Karen Kingsbury,female
"Ghost Rider (Saddle Club, #24)",Bonnie Bryant,female
"Wicked as Sin (Boscastle, #7)",Jillian Hunter,female
"MeruPuri, Vol. 2 (MeruPuri, #2)",Matsuri Hino,female
"The Cat Who Had 60 Whiskers (Cat Who..., #29)",Lilian Jackson Braun,female
"Roadkill (Cal Leandros, #5)",Rob Thurman,Unknown
"Eagle Day (Henderson's Boys, #2)",Robert Muchamore,male
"Murder With Peacocks (Meg Langslow, #1)",Donna Andrews,female
A Chair for My Mother,Vera B. Williams,female
Nevermore (Edgar Allan Poe Mystery #1),Harold Schechter,male
Tristessa,Jack Kerouac,Unknown
America,E.R. Frank,Unknown
Adventures in Prayer,Catherine Marshall,female
"Rowan and the Ice Creepers (Rowan of Rin, #5)",Emily Rodda,Unknown
The Astronaut's Wife,Robert Tine,Unknown
"Warrior's Valor (Supreme Constellations, #3)",Gun Brooke,female
Ultimate Hulk vs. Iron Man: Ultimate Human,Warren Ellis,male
"Demonstorm (Legends of the Raven, #3)",James Barclay,Unknown
Lying Awake,Mark Salzman,male
"Cabel's Story (Dream Catcher, #1.1)",Lisa McMann,female
"Sword-Singer (Tiger and Del, #2)",Jennifer Roberson,Unknown
"The Secret Country (The Secret Country, #1)",Pamela Dean,Unknown
"Cowgirls Don't Cry (Rough Riders, #10)",Lorelei James,Unknown
Edgar Cayce: An American Prophet,Sidney D. Kirkpatrick,Unknown
Titanic's Last Secrets: The Further Adventures of Shadow Divers John Chatterton and Richie Kohler,Bradford Matsen,Unknown
"On a Wild Night (Cynster, #8)",Stephanie Laurens,female
The Tears of Autumn (Paul Christopher #2),Charles McCarry,male
قلمين,بلال فضل,Unknown
"Bound by the Vampire Queen (Vampire Queen, #8)",Joey W. Hill,female
Harming Others,Casey Finch,Unknown
Dark Spring,Unica Zürn,female
The Mermaid Garden,Santa Montefiore,female
"Fiddler's Green: Or a Wedding, a Ball, and the Singular Adventures of Sundry Moss (Moosepath League, Book 5)",Van Reid,Unknown
"The Evil Within (Possessions, #2)",Nancy Holder,female
"Gudløs (Det Døde Land, #3)",Josefine Ottesen,female
شقة الحرية,Ghazi A. Algosaibi,male
"Hunger Untamed (Feral Warriors, #5)",Pamela Palmer,female
Friend Is Not a Verb,Daniel Ehrenhaft,male
"Let's Get This Party Haunted! (Mostly Ghostly, #6)",R.L. Stine,male
Freefall,Kristen Heitzmann,Unknown
"Aquamarine (Water Tales, #1)",Alice Hoffman,Unknown
"Real Mermaids Don’t Wear Toe Rings (Real Mermaids, #1)",Helene Boudreau,Unknown
Emily's Shoes,Dermot Bolger,male
"Eclipse Bay (Eclipse Bay Trilogy, # 1)",Jayne Ann Krentz,female
"Final Jeopardy (Alexandra Cooper, #1)",Linda Fairstein,female
The Mouse and His Child,Russell Hoban,male
"Something from the Nightside (Nightside, #1)",Simon R. Green,Unknown
The Stalker Chronicles,Carley Moore,female
Snow White & the Huntsman,Evan Daugherty,Unknown
Doctor Who: Nightshade,Mark Gatiss,male
"Transmetropolitan, Vol. 2: Lust for Life",Warren Ellis,male
Leviathan Wept and Other Stories,Daniel Abraham,Unknown
The Continual Condition: Poems,Charles Bukowski,male
Home-Making,J.R.    Miller,male
"Promise of the Wolves (Wolf Chronicles, #1)",Dorothy Hearst,Unknown
"Birth of the Nyxian (The Immortal Choice, #1)",Amanda R. Browning,female
"Ultra Cute, Vol. 7 (Ultra Cute, #7)",Nami Akimoto,female
Of Love and Other Lemons,Katrina Stuart Santiago,Unknown
Love and Leftovers,Sarah Tregay,Unknown
"Mortal Ties (World of the Lupi, #9)",Eileen Wilks,female
"Beyond Hades (The Prometheus Wars, #1)",Luke Romyn,male
"Vindication (Freewill, #3)",Elyse Draper,female
"The Fall of Candy Corn (Sweet Seasons, #2)",Debbie Viguié,female
Ането,Ангел Каралийчев,Unknown
"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,Unknown
"Till Death Do Us Bark (43 Old Cemetery Road, #3)",Kate Klise,female
"Grim Tuesday (The Keys to the Kingdom, #2)",Garth Nix,male
"The Communist Manifesto and Other Revolutionary Writings: Marx, Marat, Paine, Mao, Gandhi, and Others",Bob Blaisdell,male
The Savage Mind,Claude Lévi-Strauss,male
Witness for the Prosecution,Agatha Christie,female
Spy High Mission Six: The Annihilation Agenda,A.J. Butcher,male
The Hacker Crackdown: Law and Disorder on the Electronic Frontier,Bruce Sterling,male
Bir Pervane İçin En Acı Şey Donarak Ölmektir,Ali Çakır,Unknown
"Κάνε πουλί να δεις καλό (Χαμηλές πτήσεις, #4)",Arkas,male
Sally,Freya North,female
The Revolution: A Manifesto,Ron Paul,male
"Royal Flash (The Flashman Papers, #2)",George MacDonald Fraser,male
Boys Should Be Boys: 7 Secrets to Raising Healthy Sons,Meg Meeker,Unknown
"Genesis (The Rosie Black Chronicles, #1)",Lara Morgan,Unknown
"The Path of Razors (Vampire Babylon, #5)",Chris Marie Green,female
"Voices (Voices, #1)",Sue Mayfield,female
In My Skin: A Memoir,Kate Holden,female
"One Pink Rose (Rose, #2)",Julie Garwood,female
"Double Infiltration (The Sinful 7 of Delite, Texas, #4)",Dixie Lynn Dwyer,female
"The Prey (Predator Trilogy, #1)",Allison Brennan,female
Coven of Celsus Elizabeth,Randy V.,Unknown
"Mrs. Jeffries and the Yuletide Weddings (Mrs. Jeffries, #26)",Emily Brightwell,female
Mirza Ghalib,Frederic P.  Miller,Unknown
"The Vampire's Curse (Undead in Brown County, #2)",S.J. Wright,female
Smashwords Style Guide,Mark Coker,Unknown
Comstock Lode,Louis L'Amour,male
"Kamichama Karin Chu, Vol. 01",Koge-Donbo*,female
The Rape of Tamar,Dan Jacobson,male
الأعمال المختارة - المجلد الثاني - الروايات القصيرة,Anton Chekhov,male
His Majesty's Opponent: Subhas Chandra Bose and India's Struggle against Empire,Sugata Bose,male
"A Highland Christmas (Hamish Macbeth, #15.5)",M.C. Beaton,female
Magnolia (Magical Romance #2),Pet Torres,female
"Princess at Sea (Princess, #2)",Dawn Cook,female
Correr tras el propio sombrero,G.K. Chesterton,male
"Sierra Jensen Collection, Vol. 1 (Sierra Jensen, #1-3)",Robin Jones Gunn,female
Midnight all Day,Hanif Kureishi,male
Tied to the Tracks,Sara Donati,female
"Trust No One (The 39 Clues: Cahills vs. Vespers, #5)",Linda Sue Park,female
Joe College,Tom Perrotta,Unknown
Star of the Parade (Sweet Valley Kids #54),Francine Pascal,female
Collected Shorter Plays,Samuel Beckett,male
"The Mystery at Lilac Inn (Nancy Drew Mystery Stories, #4)",Carolyn Keene,female
Call Me Crazy,Quinn Loftis,female
Play For Life,Danish Sayanee,male
"Miss Scandalous (Shaw Family Saga, #2)",Nicole Dunlap,Unknown
The Odd Couple,Neil Simon,male
"A Season of Joy (The Work and the Glory, #5)",Gerald N. Lund,male
A Case of Curiosities,Allen Kurzweil,male
"Sweet Seduction (Sweet, #3)",Maya Banks,female
"The Secret of the Forgotten City (Nancy Drew Mystery Stories, #52)",Carolyn Keene,female
The Lost Word,Traci Harding,Unknown
Disney's Chip 'n Dale Rescue Rangers: The Big Cheese Caper,Deborah Kovacs,Unknown
From Johann To Tannenbaum,Ashlyn Forge,Unknown
Alfred Hitchcock Presents: More Stories Not for the Nervous,Alfred Hitchcock,male
The Last Samurai,Helen DeWitt,female
The Laramie Project: Ten Years Later,Moisés Kaufman,male
"Prospero in Hell (Prospero's Daughter, #2)",L. Jagi Lamplighter,female
On the Night You Were Born,Nancy Tillman,female
Arctic Homestead: The True Story of One Family's Survival and Courage in the Alaskan Wilds,Norma Cobb,Unknown
الإصلاح الدينى 2,Will Durant,male
Silent Tears: A Journey of Hope in a Chinese Orphanage,Kay Bratt,female
"Worth Fighting For: Love, Loss, and Moving Forward",Lisa Niemi Swayze,male
"The Savage Damsel and the Dwarf (The Squire's Tales, #3)",Gerald Morris,male
Fame Fortune secrets (#2),Maeve Christopher,Unknown
Singing the Dogstar Blues,Alison Goodman,female
"The Potato Factory (The Potato Factory, #1)",Bryce Courtenay,male
"The Bar Code Rebellion (Bar Code, #2)",Suzanne Weyn,female
Liberty Against the Law: Some Seventeenth-Century Controversies,Christopher Hill,male
"Hello Summer, Goodbye",Michael G. Coney,male
"One Night with Him (One Night with Him, #1)",K.S.  Smith,female
"Junie B., First Grader: Shipwrecked (Junie B. Jones, #23)",Barbara Park,female
The Key to the Golden Firebird,Maureen Johnson,female
"Two Times Lucky (Lucky Moon, #2.5)",Piper Vaughn,Unknown
"Nella Last's War: The Second World War Diaries of 'Housewife, 49'",Nella Last,female
The Adventure of the Dancing Men,Arthur Conan Doyle,male
هفت پیکر از پنج گنج حکیم نظامی,Nizami Ganjavi,Unknown
"Message to Adolf, Part 2",Osamu Tezuka,male
آؤ ہم پہلا قدم دھرتے ہیں [Aao Hum Pehla Qadam Dhartay Hain],Umera Ahmed,female
My First Travel Book,Anna Othitis,male
Pasión y traición,Florencia Canale,Unknown
Bear Snores On,Karma Wilson,female
People of the Longhouse (People of the Longhouse #1; North America's Forgotten Past #17),W. Michael Gear,male
Sidecar,Amy Lane,female
Il più grande uomo scimmia del Pleistocene,Roy  Lewis,male
"Veiled Target (Veilers, #1)",Robin Bielman,female
Scorched (Tracers #6),Laura Griffin,female
In Canada (The Travel Adventures of Pj Mouse #1),Gwyneth Jane Page,Unknown
A Tiger for Malgudi,R.K. Narayan,male
Sidney Sheldon's Angel of the Dark,Tilly Bagshawe,female
"Running Wild (Zombie Games, #2)",Kristen Middleton,female
"Unravel (Linked, #2)",Imogen Howson,Unknown
Maîtres et esclaves,Gilberto Freyre,Unknown
"Bathed in Blood (Rogue Angel, #53)",Alex Archer,Unknown
Shoe Strings,Christy Hayes,female
Grace Works,Dudley Hall,Unknown
"Revealed (House of Night, #11)",P.C. Cast,female
"The Long Autumn (Amish Forever: A New Journey, #7)",Roger Rheinheimer,Unknown
Vremena goda,Анна Борисова,Unknown
Map of Thieves,Michael J. Karpovage,male
"The Death Factory (Penn Cage, #3.5)",Greg Iles,male
"The Extraordinary Adventures of Alfred Kropp (Alfred Kropp, #1)",Rick Yancey,male
"Brutal Precious (Lovely Vicious, #3)",Sara Wolf,female
"The Flood-Tide (Morland Dynasty, #9)",Cynthia Harrod-Eagles,female
"The Wedding Trap (Second Service, #1)",Adrienne Bell,Unknown
Nathan's Story,Luke Hartwell,Unknown
Canting,Arswendo Atmowiloto,Unknown
"달빛 조각사 1 (The Legendary Moonlight Sculptor, #1)",Heesung Nam,Unknown
"Completion (The Kane Trilogy, #3.5)",Stylo Fantome,Unknown
"Finding Kia (The Lost Girl, #1)",Airicka Phoenix,female
Lunch with the Generals,Derek Hansen,male
"Sinner (Wayfarer Redemption, #4)",Sara Douglass,female
"Crimson & Steam (Crimson City, #8)",Liz Maverick,female
"Folklore and Fable: Aesop, Grimm, Andersen (Harvard Classics, #17)",Charles William Eliot,Unknown
Black Flies,Shannon Burke,male
"Guardians of the Galaxy, Volume 1: Cosmic Avengers",Brian Michael Bendis,male
"Tales from Moominvalley (The Moomins, #7)",Tove Jansson,female
Bankroll Squad Augusta,Cole Hart,male
Die schwarze Spinne,Jeremias Gotthelf,male
"Assassin (Makedde Vanderwall, #6)",Tara Moss,female
"Sleeping Murder (Miss Marple, #13)",Agatha Christie,female
Dengesiz Bir Aşkın Anatomisi,Duygu Özlem Yücel,Unknown
"Much Ado About Magic (Enchanted, Inc., #5)",Shanna Swendson,female
The Shearing Gun,Renae Kaye,female
"Shadow of the Queen (Once Upon a Time, #2)",Daniel T. Thompson,Unknown
After the Rain,Renee Carlino,female
Legenden om De Fyra Elementen,Susanne Macfie,Unknown
"Last Car to Elysian Fields (Dave Robicheaux, #13)",James Lee Burke,male
"A Stained White Radiance (Dave Robicheaux, #5)",James Lee Burke,male
Taming Kate,Sedonia Guillone,female
"The Tripods Trilogy (The Tripods, #1-3)",John Christopher,male
The Last Bastion of the Living (The Last Bastion #1),Rhiannon Frater,female
The Monkey's Paw (Oxford Bookworms),Diane Mowat,Unknown
El unicornio,Manuel Mujica Láinez,Unknown
Diary ng Panget 4,HaveYouSeenThisGirL,Unknown
"In Her Name: Redemption (In Her Name: Redemption, #1-3)",Michael R. Hicks,male
LICIK,Sham Hashim,Unknown
A Desumanização,Valter Hugo Mãe,Unknown
"The Nemesis Program (Ben Hope, #9)",Scott Mariani,Unknown
Essential Amazing Spider-Man: Vol. 4,Stan Lee,male
Season Series Boxset,Ilana Tan,Unknown
zersetzt,Lena Sander,Unknown
"Dragonswood (Wilde Island Chronicles, #2)",Janet Lee Carey,Unknown
What She Left,T.R. Richmond,Unknown
Reforming Marriage,Douglas Wilson,Unknown
"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)",Stephen R. Donaldson,male
Spider-Man: Blue,Jeph Loeb,male
Divergent Parody: Detergent,Reid Mockery,male
Drawing For Beginners: From Dot To Drawing Shapes And Forms,Renee B. Williams,Unknown
"A Witch in Love (Winter Trilogy, #2)",Ruth Warburton,Unknown
Odyssee Omnibus 1,Arthur C. Clarke,male
Mumu,Ivan Turgenev,Unknown
Seduced By Fire (Submissive #4),Tara Sue Me,female
"Dragos Takes a Holiday (Elder Races, #6.5)",Thea Harrison,Unknown
"Dark Times (Emily the Strange, #3)",Rob Reger,male
"The Ryn (Eyes of E'veria, #1)",Serena Chase,female
Writing Deep Point Of View: Professional Techniques for Fiction Authors (Writer's Craft Book 13),Rayne Hall,female
ნატურფილოსოფიური თხზულებები,Maurice Maeterlinck,male
خرده جنایتهای زن و شوهری,Éric-Emmanuel Schmitt,male
Close Your Eyes,Amanda Eyre Ward,female
Letters from Prison,Marquis de Sade,male
Ice Dogs,Terry Lynn Johnson,female
Always Consumed (Consumed Series Book 4),Skyla Madi,female
The Rivals,Richard Brinsley Sheridan,male
The Roald Dahl Collection,Roald Dahl,male
"Cop Hater (87th Precinct, #1)",Ed McBain,male
"Distraction (Underground Kings, #3)",Aurora Rose Reynolds,female
"Victoria's Challenge (Imperial, #2)",M.K. Eidem,Unknown
The Lost Manuscript of Martin Taylor Harrison (Austin-Stoner Files #1),Stephen Bly,male
The Bad Boy in the Glasses,mikaelanay,male
"Fearless (Broken Love, #5)",B.B. Reid,female
"Mia's Baker's Dozen (Cupcake Diaries, #6)",Coco Simon,female
"Чапаев и Пустота. Жёлтая стрела (Сочинения в 3-х т., Т. 1)",Victor Pelevin,male
Collected Poems,Patrick Kavanagh,male
Paura,Stefan Zweig,male
"The Black Magician Trilogy (Black Magician, #1-3)",Trudi Canavan,female
Memórias do Padre Germano,Amalia Domingo Soler,Unknown
"Tethered Bond (Holly Woods Files, #3)",Emma  Hart,female
Herbs: The Magic Healers,Paul Twitchell,male
Dziewczyna która pływała z delfinami,Sabina Berman,Unknown
Vendredi ou la vie sauvage,Michel Tournier,male
"Aaron (Survivor Stories, #1)",J.P. Barnaby,female
"The Not-So-Jolly Roger (Time Warp Trio, #2)",Jon Scieszka,male
Web of Wind,J.F. Rivkin,Unknown
Marcia Schuyler,Grace Livingston Hill,female
Dancing at the Rascal Fair,Ivan Doig,male
"Prague Winter: A Personal Story of Remembrance and War, 1937-1948",Madeleine K. Albright,Unknown
"बाबु, आमा र छोरा [Babu, Aama ra Chora]",Bishweshwar Prasad Koirala,male
The Cartoon Guide to the Computer,Larry Gonick,male
Baltimore Chronicles Volume 2,Treasure Hernandez,Unknown
The Third Eye,Lois Duncan,female
The Air-Conditioned Nightmare,Henry Miller,male
ফেরারী,Hassan Utpal,Unknown
Peer Gynt,Henrik Ibsen,male
Night Journey,Stephen King,male
Eye Of The Moon,Dianne Hofmeyr,Unknown
The Thirteen-Gun Salute (Aubrey & Maturin #13),Patrick O'Brian,Unknown
"The Narrows (Harry Bosch, #10; Harry Bosch Universe, #13)",Michael Connelly,male
Indian Two Feet and His Horse,Margaret Friskey,Unknown
Tintin and the World of Hergé: An Illustrated History,Benoît Peeters,Unknown
"Billy's Log. The Hilarious Diary of One Man's Struggle With Life, Lager and the Female Race",Dougie Brimson,male
Ramblin' Man: The Life and Times of Woody Guthrie,Ed Cray,Unknown
Max Danger: The Adventures of an Expat in Tokyo,Robert J. Collins,Unknown
"Summary of Thinking, Fast and Slow: by Daniel Kahneman | Includes Analysis",Elite Summaries,Unknown
Promising Azra,Helen Thurloe,female
The Bad Guy,Celia Aaron,female
Permaculture Home Garden: How To Grow Great Tasting Fruit And Vegetables The Organic Way,Linda Woodrow,Unknown
Свръхбогатите. История на големите имущества.,Endre Gomori,Unknown
The Sherwood Ring,Elizabeth Marie Pope,female
في أحضان الكتب,بلال فضل,Unknown
Mitologia: wierzenia i podania Greków i Rzymian,Jan Parandowski,male
Fall Into Temptation (Blue Moon #2),Lucy Score,female
Omensetter's Luck,William H. Gass,male
Pandora's Lab: Seven Stories of Science Gone Wrong,Paul A. Offit,Unknown
"Ageless Body, Timeless Mind: The Quantum Alternative to Growing Old",Deepak Chopra,male
هیچ (دانش معاصر #16),Frank Close,male
The Precious One,Marisa de los Santos,female
God Damn It Smith - a vigilante justice noir detective action thriller (Hit Man Smith Series Book 1),Mastho Vamsee,Unknown
Rise: A Newsflesh Collection,Mira Grant,female
"Onyx Webb: Book Six: Episodes 16, 17, 18",Richard Fenton,Unknown
Super Sons #5,Peter J. Tomasi,male
"Before Midnight (Blood Prince, #1)",Jennifer Blackstream,female
Life With Grandfather,Shankar Pillai,Unknown
"The Vanishing Tower (The Elric Saga, #4)",Michael Moorcock,male
يوميات مدرس في الأرياف,حسام مصطفى إبراهيم,Unknown
"Mobile Suit Gundam: Awakening, Escalation, Confrontation",Yoshiyuki Tomino,Unknown
S/Z: An Essay,Roland Barthes,male
Medicine Cards: The Discovery of Power Through the Ways of Animals,Jamie Sams,Unknown
الصوت والحجر: أنطولوجيا,Yves Bonnefoy,Unknown
"Vagabond, Vol. 1",Takehiko Inoue,male
"At the Bottom of the World (Jack and the Geniuses, #1)",Bill Nye,Unknown
Autobiography of Parley P. Pratt,Parley P. Pratt,Unknown
Ελεγεία και σάτιρες,Kostas Karyotakis,male
"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",Glenn Greenwald,male
Let Me List the Ways,Sarah   White,Unknown
Love,Toni Morrison,female
The Shock of Your Life,Adrian Holloway,Unknown
Into the Dark (Romantic Suspense #23; Cincinnati #5),Karen      Rose,female
Mortality,Christopher Hitchens,male
"Visions of Excess: Selected Writings, 1927–1939",Georges Bataille,male
The Epic Fail of Arturo Zamora,Pablo Cartaya,male
Symbiotic Planet: A New Look at Evolution,Lynn Margulis,Unknown
Let's Talk About Love,Claire Kann,Unknown
Ranger's Apprentice (vol. 1-11),John Flanagan,male
Mists of the Serengeti,Leylah Attar,Unknown
"Desire & Decorum, Book 1 (Desire & Decorum, #1)",Pixelberry Studios,Unknown
La casa delle onde,Jojo Moyes,female
The Good Spy: The Life and Death of Robert Ames,Kai Bird,male
The Green Child,Herbert Read,Unknown
Here Until August: Stories,Josephine Rowe,Unknown
"Chibi Vampire, Vol. 01",Yuna Kagesaki,female
Fatal Choice: Nuclear Weapons And The Illusion Of Missile Defense,Richard Butler,Unknown
The Interpretation of Murder,Jed Rubenfeld,male
"Wind in the Willows: Mr Toad (The Wind in the Willows, #2)",Michel Plessix,male
Understanding by Design,Grant P. Wiggins,Unknown
"Jane and the Wandering Eye (Jane Austen Mysteries, #3)",Stephanie Barron,female
"Harsh Pink: Color Me Burned (TrueColors, #12)",Melody Carlson,female
Founding Mothers: The Women Who Raised Our Nation,Cokie Roberts,Unknown
The Fever,Wallace Shawn,male
"Eat This, Not That!: The No-Diet Weight Loss Solution",David Zinczenko,Unknown
"4th of July (Women's Murder Club, #4)",James Patterson,male
L'Enfant Qui Parlait Aux Animaux,Roald Dahl,male
"Groosham Grange (Groosham Grange, #1)",Anthony Horowitz,male
Must Love Black,Kelly McClymer,female
Do It Afraid! : Obeying God in the Face of Fear,Joyce Meyer,female
"The Summoning (Sisters of Isis, #1)",Lynne Ewing,female
The Secret Pearl,Mary Balogh,female
"To Darkness and to Death (Rev. Clare Fergusson & Russ Van Alstyne Mysteries, #4)",Julia Spencer-Fleming,Unknown
Turnabout,Margaret Peterson Haddix,female
A Maggot,John Fowles,male
Resistance Against Empire,Derrick Jensen,Unknown
Centering Prayer and Inner Awakening,Cynthia Bourgeault,female
"Lullaby (87th Precinct, #41)",Ed McBain,male
Mrs. Kimble,Jennifer Haigh,male
"Battle Angel Alita, Volume 09: Angel's Ascension",Yukito Kishiro,Unknown
"Sword of Honour (Richard Bolitho, #25)",Alexander Kent,Unknown
Hideaway,Dean Koontz,male
"Mind Game (GhostWalkers, #2)",Christine Feehan,female
"To Die For (Blair Mallory, #1)",Linda Howard,female
Blindfold Game (Coast Guard #1),Dana Stabenow,Unknown
Look for Me by Moonlight,Mary Downing Hahn,female
The Sixth Wife,Suzannah Dunn,female
The Stranger,Chris Van Allsburg,male
The Bargain (Regency #1),Mary Jo Putney,female
In the Presence of Fear,Wendell Berry,male
A Christian Manifesto,Francis A. Schaeffer,male
"Vamps and the City (Love at Stake, #2)",Kerrelyn Sparks,female
How Joe the Bear and Sam the Mouse Got Together,Beatrice Schenk de Regniers,Unknown
Dongeng Sebelum Tidur,Agnes Jessica,Unknown
